hotel,fecha,puntuacion,nombre,titulo,positivo,negativo
Vitoria,Escrito en 29 de agosto de 2024,Sin puntuación,Maria,“Perfecta”,Todo,
Vitoria,Escrito en 29 de agosto de 2024,Sin puntuación,Marco,Fantástico,"Equipamiento, ubicación, limpieza, ambientación.","Unica cortina opaca y obscura de dia si abres no hay intimidad.
Habitacion da a patio interior feo."
Vitoria,Escrito en 29 de agosto de 2024,Sin puntuación,La_beica,Excepcional,Todo,
Vitoria,Escrito en 28 de agosto de 2024,Sin puntuación,Ángela,“Perfecto”,"La ubicación es muy buena, el apartamento está genial, moderno, bonito y práctico. La cocina tiene todo lo necesario, menaje, microondas, nevera y congelador, cafetera, tostador, lavavajillas y hasta lavadora. 
Las instalaciones están nuevas y muy bien hechas.","Las sartenes estaban muy abolladas y en la inducción no funcionaban bien, deberían sustituirlas por unas nuevas."
Vitoria,Escrito en 28 de agosto de 2024,Sin puntuación,Sonia,Fantástico,Situación y el apartamento,Las cortinas estaban rotas
Vitoria,Escrito en 28 de agosto de 2024,Sin puntuación,Laura,Excepcional,"Fantástico. Un apartamento muy moderno, cómodo y bien equipado. Muy céntrico y genial que tuviera párquing en el mismo edificio. Un detalle que te dejen cápsulas de Nexpresso de bienvenida, junto con una para la lavadora y otra para el lavavajillas. Mejor que una habitación de hotel, pero mucho mas barato. Muy buena relación calidad-precio. Totalmente recomendable. Si vamos a otro destino que tenga Líbere repetiremos seguro.",
Vitoria,Escrito en 27 de agosto de 2024,Sin puntuación,Rouzaud,“Buena”,Muy bonito el apartamento,El sofá cama no era cómodo
Vitoria,Escrito en 27 de agosto de 2024,Sin puntuación,Mª,Bien,La ubicación y el apartamento hacia agradable la estancia,El sofá cama era un poco incómodo
Vitoria,Escrito en 27 de agosto de 2024,Sin puntuación,Carmen,“Correcta”,"Amplio, luminoso, nuevo y bien equipado",La limpieza no era óptima y el sofá cama no era cómodo.
Vitoria,Escrito en 27 de agosto de 2024,Sin puntuación,Cristóbal,Excepcional,"De los mejores apartahoteles en los que me he quedado. Muy buena opción para quedarte en vitoria. Cerca del centro y se puede aparcar facilmente en las próximidades del apartamento (nosotros fuimos en verano)
Todo tiene una gran calidad, las camas muy comodas, es un sitio en el que se podría vivir una temporada perfectamente sin ningún tipo de problema. Todo complemtanete equipado y encima, te dan hasta un kit de limpieza gratuito el primer día que incluye: trapo, estropajo, bayeta, jabón friegaplatos, una pastilla para el lavavajillas y otra para la lavadora (que también es secadora). Si volvemos a vitoria probablemente reservemos en el mismo sitio porque nos ha gustado muchísimo.","Por ponerle una pega, las habtiaciones disponen de chromecast para que puedas poenr tus plataformas desde el movil pero tienen el inconveniente que como va a la misma red wifi del edificio entonces cualquier inquilino que esté conectado a la red puede quitarte la serie/película o ponerte otra, lo cual que lo hace totalmente inusable y es una pena. Pero solo por poner una pega, es un sitio genial para quedarse"
Vitoria,Escrito en 27 de agosto de 2024,Sin puntuación,El,Fantástico,Esta limpio  moy cercano a todo  y hay todo  que necesitas  solo  la sofá  no esta cómoda para dormir,
Vitoria,Escrito en 27 de agosto de 2024,Sin puntuación,José,"“Magnifico fin deHey there, it's time for another week!”",Esta muy cerca del centro de la ciudad y bien equipado.,"El sofá cama presenta una estructura frágil, lo cual puede resultar incómodo para personas de mayor tamaño."
Vitoria,Escrito en 26 de agosto de 2024,Sin puntuación,Canditrece,Fantástico,Apartamento para disfrutar de el,
Vitoria,Escrito en 26 de agosto de 2024,Sin puntuación,Manuel,“Repetiré”,De 10,"Aplicación, la información no es exacta"
Vitoria,Escrito en 26 de agosto de 2024,Sin puntuación,Juan,“Genial para visitar Vitoria express con niños”,La ubicación y comodidad. Estaba bastante limpio y ademas te dejaban kits de limpieza con todo lo necesario para alojarte cómodamente. La gestión por la página muy fácil.,"Que tenia olor a tabaco, imagino que de algún cliente anterior. No me gusto haber elegido pago a la llegada y me cobraron antes."
Vitoria,Escrito en 26 de agosto de 2024,Sin puntuación,Francisco,“Ubicación perfecta y buena relación calidad precio”,Ubicación perfecta cerca de la parte antigua. Parking. Tranquilo. Limpio. Cómodo. Muy bien de precio.,Nada que comentar
Vitoria,Escrito en 25 de agosto de 2024,Sin puntuación,Sabela,Bien,"Acceso directo parking-habitación.
Supermercado en el local de abajo.",
Vitoria,Escrito en 25 de agosto de 2024,Sin puntuación,Veronica,“Ideal para familias”,"Apartamento muy cómodo en general y práctico. La ubicación muy buena. Lo que más nos gustó fue el sistema de check-in y el uso de las llaves digitales, lo que facilita el ingreso.",El sofá cama no era muy cómodo y bastante ruidoso para dormir.
Vitoria,Escrito en 25 de agosto de 2024,Sin puntuación,Rosa,Fantástico,"Limpieza,  Ubicacion",El sofá- cama un poco incómodo
Vitoria,Escrito en 25 de agosto de 2024,Sin puntuación,Gloria,Bien,"Estaba limpio y bien situado, el sofá cama del salón para no pegar el ojo.Bastante incómodo.",
Vitoria,Escrito en 25 de agosto de 2024,Sin puntuación,Leonor,Fantástico,"Perfecta ubicación, estancia muy agradable y personal muy atento a nuestras necesidades. Se cumplieron de sobra nuestras expectativas. Muchas gracias!",
Vitoria,Escrito en 24 de agosto de 2024,Sin puntuación,Angeles,“Estancia agradable”,"La situación era estupenda, la cocina muy bien equipada.
Fácil aparcamiento en el exterior
El personal muy amable","El sofá cama era incómodo, se hundía. 
Había determinadas horas en el día en que dos ascensores eran insuficientes, aunque entiendo que esto no depende de la dirección de los apartamentos"
Vitoria,Escrito en 24 de agosto de 2024,Sin puntuación,Vicente,“IMPRESIONANTE”,"Estuvimos muy cómodos y con un detalle de bienvenida,todo muy limpio y la cocina con utensilios para poder cocinar cualquier alimento.100% recomendable",
Vitoria,Escrito en 24 de agosto de 2024,Sin puntuación,Javier,"“Buen sitio, bien situado”","Instalaciones, ubicación, parking","Sin personal físico 
Check in demasiado tarde ( 15h)
Check out demasiado pronto (11h)"
Vitoria,Escrito en 10 de agosto de 2024,Sin puntuación,Adriany,“Recomendado 100%.”,"Equipado con todo lo necesario, cómodo, buenas vistas, moderno.","No limpiaron bien debajo del sofá cama. Cuando lo abrimos, debajo había un preservativo."
Vitoria,Escrito en 9 de agosto de 2024,Sin puntuación,Francisco,Bien,Ubicación fantástica. Muy cómodo para visitar la ciudad y para salir y entrar de la misma para visitar otras ciudades,Parking escaso e incómodo. Limpieza mejorable. Dormitorio algo incómodo por la enorme columna que tenía dentro. Falta algún accesorio para colgar las toallas una vez utilizadas para que se ventilen y sequen.
Vitoria,Escrito en 9 de agosto de 2024,Sin puntuación,María,"“Apartamento nuevo con muy buenas instalaciones , limpio y luminoso”",Estaba todo nuevo y bien equipado. Además de ser muy luminoso,"Me gustó todo, si tuviese que decir algo, podría estar más cerca del centro, pero la ubicación no era mala"
Vitoria,Escrito en 9 de agosto de 2024,Sin puntuación,Ainhoa,Fantástico,"La ubicación muy céntrico, la decoración muy agradable. Las camas muy cómodas.",
Vitoria,Escrito en 9 de agosto de 2024,Sin puntuación,Sebastian,“Acogedor”,"Si ,mucho",Sofá cama incómodo
Vitoria,Escrito en 9 de agosto de 2024,Sin puntuación,Estquefer,“Acogedor”,La ubicación y la limpieza,Que en vez de 4 camas hubiera tres camas y un sofá cama. No era muy cómodo. Para tres noches está bien pero más noches no resulta cómodo.
Vitoria,Escrito en 9 de agosto de 2024,Sin puntuación,María,Muy bien,Situación,
Vitoria,Escrito en 8 de agosto de 2024,Sin puntuación,Manuel,Bien,,"La cama sofá mal, incomoda"
Vitoria,Escrito en 7 de agosto de 2024,Sin puntuación,Jacobo,Bien,La ubicación y la tranquilidad del lugar,El sofá cama deberían cambiarlo. Al abrirlo como cama se movía mucho y se levantaba de un lado con el peso y colchón fino. Para el precio que tiene el apartamento no pueden poner ese sofá
Vitoria,Escrito en 7 de agosto de 2024,Sin puntuación,Jose,Excepcional,"La ubicación perfecta, bastante limpio, con todos los enseres que hace falta para pasar unos días, con el parking debajo del hotel muy cómodo para salir y entrar.",Que no hay TV en la habitación y el sofá cama podía ser un poco más cómodo.
Vitoria,Escrito en 7 de agosto de 2024,Sin puntuación,Leonardo,Muy bien,Ubicación,
Vitoria,Escrito en 6 de agosto de 2024,Sin puntuación,Susana,“Excelente”,"Muy céntrico, limpio y bien equipado.",No tenemos ninguna queja lo utilizamos solo para dormir y poco más.
Vitoria,Escrito en 5 de agosto de 2024,Sin puntuación,Isabel,Excepcional,"Muy limpio con todo lo necesario,muy buena ubicacion con todo lo que necesitamos cerca,ideal",
Vitoria,Escrito en 5 de agosto de 2024,Sin puntuación,Victor,“Bien para turismo urbano”,La ubicación es perfecta para visitar Vitoria y se aparca relativamente bien por la zona (no es de pago). La habitación está equipada con lo justo pero bien.,"Había una butaca en el salón llena de manchas ""raras"" así que ni la tocamos. El sofa-cama es para niños, como intente dormir ahí un adulto a la mañana siguiente tendrán que cambiarle la espalda por una nueva. La cocina bien pero todo está contado: 4 tenedores, 4 cuchillos, 4 cucharas... Hay congelador, cafetera, etc."
Vitoria,Escrito en 4 de agosto de 2024,Sin puntuación,Juan,“Fin de semana en familia descubriendo Vitoria”,"La ubicación fenomenal (10 minutos andando hasta la Plaza de España). La comodidad del apartamento, fenomenal para familias con niños, mucho mejor que una habitación de hotel. Además, parking en el propio edificio con ascensor directo.
Justo debajo hay un Día para hacer compras, y al lado de una parada de tranvía.",
Vitoria,Escrito en 4 de agosto de 2024,Sin puntuación,Isabel,“Muy recomendable!!!”,"Comodidad y diseño Buen emplazamiento",
Vitoria,Escrito en 4 de agosto de 2024,Sin puntuación,Alicia,“Alojamiento perfecto para familias”,"Muy nuevo y limpio, cocina muy completa",
Vitoria,Escrito en 4 de agosto de 2024,Sin puntuación,Francisco,Muy bien,"La ubicación es excelente, el apartamento es bastante amplio y cómodo. Muy tranquilo a pesar de ser un edificio muy grande, apenas se escucha ningún ruido. En nuestro caso tuvimos el desayuno incluido y muy correcto para el precio que cuesta.","Supongo que debimos tenerlo en cuenta porque en la descripción ya se comenta que aceptan mascotas, eso no nos molesta en absoluto pero sí el hecho de que nuestro apartamento oliera a perro muchísimo. Incluso dejando las ventanas abiertas no conseguimos ventilar lo suficiente. Hasta el punto que acabamos comprando un ambientador en el supermercado que hay justo al lado."
Vitoria,Escrito en 3 de agosto de 2024,Sin puntuación,Daniel,“Todo perfecto”,Todo perfecto,
Vitoria,Escrito en 3 de agosto de 2024,Sin puntuación,Yolanda,Excepcional,Comodidad y ubicación,Me gustó todo
Vitoria,Escrito en 3 de agosto de 2024,Sin puntuación,Joaquín,“Vitoria un acierto”,"Las instalaciones de la habitación, muy amplia , luminosa , muy bien equipado y nuevo el apartamento; todo muy limpio y a estrenar el kit de cocina . 
Íbamos con mascota y también tuvo su kit de bienvenida.
El aislamiento acústico perfecto y muy bien ubicado .","La parte más negativa fue el sofá-cama. Tuvimos que hacer uso de el , ya que íbamos  4 y a parte de dificultar el paso era muy incómodo dormir en el. Llegamos incluso a turnarnos para dormir  ya que sólo se podía descansar bien en la cama. 
Sería el aspecto más negativo de nuestra instancia . 
Por lo demás para repetir ."
Vitoria,Escrito en 3 de agosto de 2024,Sin puntuación,Ingles,Fantástico,"Todo en general muy bien, muy buenos detalles de bienvenida y muy bien situado.","Por poner algo a mejorar diría que el sofá cama podría ser mejor, mas confortable."
Vitoria,Escrito en 3 de agosto de 2024,Sin puntuación,Susana,“agradable”,"Moderno, limpio, centrico y practico.",
Vitoria,Escrito en 2 de agosto de 2024,Sin puntuación,Reme,“Excelente apartamento como si estuvieras en casa.”,"La ubicación buenísima, la limpieza excelente, y el trato del personal excelente. 
Un apartamento a recomendar.",No puede señalar ningun aspecto negativo.
Vitoria,Escrito en 2 de agosto de 2024,Sin puntuación,María,“Estancia en Vitoria”,La ubicación!,Nada! Estaba todo bien
Vitoria,Escrito en 8 de julio de 2024,Sin puntuación,Micaela,Muy bien,La decoración y es todo nuevo,No es para cuatro adultos… el sofá no era muy cómodo
Vitoria,Escrito en 8 de julio de 2024,Sin puntuación,Maripaz,Excepcional,"Tiene muy buena ubicación, todo muy limpio y cómodo.Recomendable 100%",
Vitoria,Escrito en 8 de julio de 2024,Sin puntuación,Cristina,Excepcional,"La ubicación.
El apartamento era cómodo .
La ducha era amplia.
Para tres personas está genial.
Caja de bienvenida es un detalle.
También tenía un kit de limpieza con todo lo necesario para allí pastilla lavavajillas y lavadora.
Bayeta ,estropajo y paño de cocina",Todo me gustó.
Vitoria,Escrito en 7 de julio de 2024,Sin puntuación,Jhowdy,Muy bien,Las habitaciones eran amplias y cómodas.,No había personal. Todo telemático.
Vitoria,Escrito en 6 de julio de 2024,Sin puntuación,Ana,“Sitio céntrico”,"Limpieza, comodidad de la cama,",Faltaban las instrucciones de los electrodomésticos
Vitoria,Escrito en 6 de julio de 2024,Sin puntuación,Xavier,"“Fantástico, insuperable por el precio, instalaciones perfectas. Muy recomendable”","Realmente casi todo, la calidad precio es inigualable, el edificio muy bien ubicado y tranquilo, con opción de parking. El apartamento era muy amplio, y las instalaciones y enseres en un estado impecable. Sólo estuvimos un dia y fue una verdadera pena tener que irse.",Nada relevante
Vitoria,Escrito en 6 de julio de 2024,Sin puntuación,Ana,Fantástico,"Cómodo , tranquilo muy luminoso y bien comunicado",Nada
Vitoria,Escrito en 6 de julio de 2024,Sin puntuación,Isabel,“En líneas generales está genial. Repetiría.”,Me pareció un acierto el incluir en el pack de bienvenida 2 cápsulas de café. Por sugerir incluiría también 2 azucarillos. Las camas muy cómodas salvo el sofá cama.,"El sofá cama me causó inquietud. El chaval durmió con miedo a que se cerrase. No se si no supimos abrirlo bien o si tenía algún sistema de seguridad que evitase el cierre al moverse, la cuestión es que no durmió tranquilo por ese motivo."
Vitoria,Escrito en 6 de julio de 2024,Sin puntuación,Alejandro,“Todo de 10 menos sofá-cama”,"El apartamento estaba bien equipado y la ubicación era muy buena, todo limpio 2 baños genial","El sofá-cama fue horrible después de 5 noches acabé con la espalda destrozada imposible descansar bien, una auténtica pena que con lo bien que está el apartamento se lo carguen por no gastar en un sofá en condiciones"
Vitoria,Escrito en 5 de julio de 2024,Sin puntuación,Félix,"“Una estancia más que agradable, repetiré.”","La privacidad, la tranquilidad y el sistema de acceso.",
Vitoria,Escrito en 4 de julio de 2024,Sin puntuación,Cesca,“Nos encantó”,La ubicación,No habia ni aceite ni sal
Vitoria,Escrito en 4 de julio de 2024,Sin puntuación,Vanessa,“Bien para un par de noches”,Ubicacion,"Muy muy JUSTo el espacio para preparar desayuno…. Unico Enchufe para conectar cafetera peligroso …. O cafetera o torradora… 
Sofa cama malísimo para dormir"
Vitoria,Escrito en 4 de julio de 2024,Sin puntuación,Martí,“Relación Calidad Precio es lo que buscas”,Nos encantó la distribución lo iluminado que era y la comodidad de estar en pleno centro.,"El sofá cama realmente incómoda el ambiente y la noche, es difícil de montar y se notan los muelles por la noche. Nosotros dormimos dos noches y aún nos turnamos … si alguien viene más días no lo recomiendo para nada!"
Vitoria,Escrito en 4 de julio de 2024,Sin puntuación,Gonzalo,“Excelente estadía”,Espectacular el apart Hotel. No puedo hablar del personal porque es todo automatizado.,Mi esposa no pudo viajar por problemas con su pasaporte no pude cambiar las fechas pese a que tenían disponibilidad. Tuve que pagar de nuevo. Al margen de eso el hotel es espectacular.
Vitoria,Escrito en 3 de julio de 2024,Sin puntuación,Fe,Fantástico,"Todo estupendo, el apartamento muy cómodo, muy limpio, se puede aparcar cerca de forma gratuita.","No funcionaba el tostador, por decir una pega.Pero todo genial"
Vitoria,Escrito en 3 de julio de 2024,Sin puntuación,Dr,“Correcto”,Buena ubicación y cómodo.,No había ni unas cápsulas de cafe ni nada de bienvenida.
Vitoria,Escrito en 2 de julio de 2024,Sin puntuación,M,“Estancia perfecta.”,Apartamento nuevo y perfectamente equipado.,Nada.
Vitoria,Escrito en 1 de julio de 2024,Sin puntuación,Maricarmen,“Correcto”,Agradable a la vista  por estar reformado,El sofá cama no muy cómodo pero sin más
Vitoria,Escrito en 30 de junio de 2024,Sin puntuación,Maria,Fantástico,"La cama de la habitación preincipal muy cómoda, céntrico, muy práctico, limpio, muy nuevo, te dejan detallitos como 2 capsulas de cafe, agua, un set para limpiar los platos. La ducha muy bien. No hay recepcion te dan un codigo para entrar y habitaciones.Silencioso.","El sofà cama no es muy cómodo, está bien para una persona y  una noche pero para más igual se hace incomodo...."
Vitoria,Escrito en 30 de junio de 2024,Sin puntuación,Manuel,Fantástico,"Limpieza, situación..",
Vitoria,Escrito en 27 de junio de 2024,Sin puntuación,Elena,“Me gustó más de lo esperado”,Apartamento con todo lo necesario. Colchones cómodos y grandes toallas. Ducha muy bien. Parking no muy caro. Ubicación perfecta tanto para el centro como para el Azkena Rock,Eché de menos la terraza que entendí que íbamos a tener
Vitoria,Escrito en 26 de junio de 2024,Sin puntuación,Fátima,“Genial!!”,"Precioso, sencillo, cómodo, céntrico",
Vitoria,Escrito en 26 de junio de 2024,Sin puntuación,Saida,“Muy buena ubicación”,La ubicación y la limpieza,"El menaje no era muy bueno, faltaban platos pequeños y la tostadora no funcionaba bien"
Vitoria,Escrito en 24 de junio de 2024,Sin puntuación,Ada,Bien,"Muy buena ubicación y limpieza, por regla general. El apartamento es bastante completo y la recepción online es súper atenta.","Los servicios de “early check in” y “late check out” son un timo.
Quisimos entrar antes y contratar el servicio y no nos dieron oportunidad para entrar hasta 10 minutos antes de la entrada oficial y nos lo querían cobrar. Y la salida más tarde, prácticamente igual."
Vitoria,Escrito en 22 de junio de 2024,Sin puntuación,Manuel,Excepcional,"Ubicación, y las apartamentos.",El check in es todo vía web.. es tedioso introducir todo lo que te piden. Por suerte que una chica en recepción ( no está todo el tiempo ahí) nos ayudó.
Vitoria,Escrito en 4 de mayo de 2024,Sin puntuación,Virginia,Excepcional,"Muy bien situado,, cómodo y bien equipado",Los colchones mejorables
Vitoria,Escrito en 4 de mayo de 2024,Sin puntuación,Juan,"“Todo perfecto, pero...”","Ubicación, funcionalidad y precio","El único problema radica en que el precio de la mascota previamente ponía 15€ noche y luego de haber pagado se subió a 20€ argumentando que Booking, con quien inicié el trámite, no había actualizado el precio."
Vitoria,Escrito en 3 de mayo de 2024,Sin puntuación,Dolores,Excepcional,"Está muy bien equipado, amplio y acogedor. Bien situado.","La televisión, algunos canales no se veían bien y otros las películas estaban en inglés y no sé podían cambiar el idioma. No era importante porque estuvimos poco tiempo pero se lo dijimos al encargado."
Vitoria,Escrito en 3 de mayo de 2024,Sin puntuación,Iria,“Buen alojamiento”,Muy buen alojamiento para pasar unos días en Vitoria. Es un apartamento amplio y muy limpio.,"El sofá cama es bastante malo, muy incómodo. Creo que es una opción excelente para dos personas, pero definitivamente no para más"
Vitoria,Escrito en 2 de mayo de 2024,Sin puntuación,Adan,Fantástico,"Amplio, perfecto para familias",
Vitoria,Escrito en 2 de mayo de 2024,Sin puntuación,Andrea,“Acogedor en el centro de Vitoria”,,"Aunque está  todo bien informatizado,  se echa de menos personal humano. Es todo por códigos"
Vitoria,Escrito en 2 de mayo de 2024,Sin puntuación,Alicia,“Apartamento confortable próximo al centro”,"Estaba todo muy limpio y los apartamentos bien insonorizados. Muy próximo al centro, pero sin jaleo. Buen secador en el baño. Con un supermercado Día al lado","Puesto que no hay personal (que particularmente ya no me gusta este hecho), el sistema de check in debería ser algo más sencillo. Había un olor muy fuerte a tubería en el baño. Se echó en falta amenities."
Vitoria,Escrito en 29 de abril de 2024,Sin puntuación,Daniel,“Excepcional apartamento”,"Apartamento excepcional totalmente equipado, moderno,limpio","Que tienes que dejar la habitación a las 11,y la chica de la limpieza se pone a hacer ruido a las 9 de la mañana sin respetar el sueño y descanso de los demás"
Vitoria,Escrito en 29 de abril de 2024,Sin puntuación,María,Muy bien,Tiene una muy buena situación para ir al casco histórico andando.,En nuestro apartamento el menaje era escaso y la tostadora no funcionaba
Vitoria,Escrito en 29 de abril de 2024,Sin puntuación,Enrique,Fantástico,"Muy buena ubicación, limpio y luminoso. Baño muy espacioso. Atención telefónica y por WhatsApp rápida y educada.","En las fotos aparece un horno, se nos dijo el apartamento tenía horno, y luego no fue así.
El sofá cama no es nada cómodo."
Vitoria,Escrito en 28 de abril de 2024,Sin puntuación,Milagros,Excepcional,La limpieza y el personal estuvo pendiente de todo.,El sofa cama no era muy comodo.
Vitoria,Escrito en 27 de abril de 2024,Sin puntuación,Marisa,Excepcional,"Siempre que vamos a Vitoria-Gasteiz nos quedamos allí, así que, evidentemente, nos encanta. Además ya han incluido trapo de cocina en el kit de limpieza 😋",
Vitoria,Escrito en 27 de abril de 2024,Sin puntuación,Jose,Muy bien,La amplitud de la habitación,El sofá cama.
Vitoria,Escrito en 24 de abril de 2024,Sin puntuación,Marcos,“A 5 minutos caminando del centro de Vitoria”,"Muy bien ubicado a 5 minutos andando del centro de Vitoria y con el tranvía no es necesario utilizar el coche. Justo debajo de los apartamentos hay un supermercado DIA y en la calle trasera un Telepizza, por lo que es fácil organizar comidas y cenas en el apartamento. Menaje de cocina completo para 6: cubiertos, platos, vasos, copas, etc. El desayuno incluido en una cafetería enfrente es cómodo si no conoces la zona, pero poco variado, vimos en la zona otras cafeterías por mejor precio y variedad. En los alrededores hay varios bares de pintxos típicos (Kanijo, Point, Kotarro...)","Habitación de 2 dormitorios y 2 baños para 5 personas, pero una de las habitaciones era individual y había que convertir el sofá del salón en cama, y no tenía almohadas."
Vitoria,Escrito en 24 de abril de 2024,Sin puntuación,Ana,“Comodidad y autonomía”,La ubicación resulta muy cómoda tanto para visitar la ciudad como para hacer rutas por poblaciones cercanas.,"En las ventanas hay cortinas para evitar que entre la luz solar pero no hay cortinas menos tupidas que te permitan tener privacidad pero poder aprovechar la luz solar, así que siempre debes encender la luz de las lámparas."
Vitoria,Escrito en 23 de abril de 2024,Sin puntuación,Isabel,Excepcional,"Instalación, ubicación y había de todo lo que pudiera hacer falta",No vimos a una sola persona en ningún momento
Vitoria,Escrito en 23 de abril de 2024,Sin puntuación,Isabel,“Descubrimiento”,El concepto,"Hora de check in muy tarde, con respecto a un hotel"
Vitoria,Escrito en 22 de abril de 2024,Sin puntuación,Carlos,“.”,.,.
Vitoria,Escrito en 22 de abril de 2024,Sin puntuación,Eva,“Muy recomendable”,"Ubicación excelente y estaba todo muy limpio y con detallitos como agua, café y artículos de limpieza.",
Vitoria,Escrito en 21 de abril de 2024,Sin puntuación,Mercedes,“Perfecto”,"Está en lugar excepcional, repetiremos",
Vitoria,Escrito en 19 de abril de 2024,Sin puntuación,Ainara,“Muy buena estancia”,La ubicación y la comodidad,El fregadero atascado
Vitoria,Escrito en 16 de abril de 2024,Sin puntuación,Ignacio,“Una experiencia Vitoriana”,"La ubicación, el silencio y el confort.",El no encontrar personal en la entrada y tener que hacerlo todo de forma impersonal.
Vitoria,Escrito en 16 de abril de 2024,Sin puntuación,Gheorghita,Excepcional,Ubicación y limpieza,Me está gustando todo por esto lo repetimos
Vitoria,Escrito en 8 de abril de 2024,Sin puntuación,Eva,“estancia agradable”,"La cama era muy cómoda. En la cama de matrimonio hay 4 almohadas, 2 para esa cama y 2 para el sofá -cama, 2 de ellos eran muy cómodos.Esta muy cerca del centro. Los baños son amplios. Tenia lo necesario para pasar un buen fin de semana.","Lo único, tiene una lampara encima de una mesa, con la que nos golpeamos varias veces mas de una de nosotras.El almohadón de la cama individual y 2 de los de la cama de matrimonio, eran un poquito blandos para mi gusto."
Vitoria,Escrito en 8 de abril de 2024,Sin puntuación,David,Fantástico,"Apartamento cómodo, situado cerca del casco antiguo y totalmente equipado, con instalaciones modernas. Proceso check-in fácil y rápido.. Aparcamiento gratuito en las inmediaciones.",
Vitoria,Escrito en 9 de marzo de 2024,Sin puntuación,Enara,“AGRADABLE”,"el alojamiento esta  muy centrico esta muy limpio y nuevo, es muy acogedor","el sofa cama no es muy comodo, tiene el colchon un poco deformado como hundido y hacia mucho calor aun y quitando la calefaccion."
Vitoria,Escrito en 9 de marzo de 2024,Sin puntuación,Ada,Fantástico,"La ubicación, la limpieza del apartamento y lo bien cuidado que estaba todo.",Podría mejorarse algo la insonorización con respecto al pasillo y otros apartamentos.
Vitoria,Escrito en 8 de marzo de 2024,Sin puntuación,Daisy,“Muy recomendable y para repetir.”,"Todo! Mejor de lo esperado todo en general y muy limpio, amplio y nuevo. Repetiría sin ninguna duda. La estancia fue de 10! Muy recomendable todo y muy completo.",
Vitoria,Escrito en 7 de marzo de 2024,Sin puntuación,Luis,“Elegante y sencillo”,La ubicación bien,Falta TV en habitación principal
Vitoria,Escrito en 5 de marzo de 2024,Sin puntuación,Ana,“muy bien”,"La ubicación y la comodidad del lugar. Había lo justo y necesario para disfrutar unos días.","La limpieza fue mejorable, nos encontramos una prenda de ropa detrás de un sofá."
Vitoria,Escrito en 5 de marzo de 2024,Sin puntuación,Raquel,“Viaje en familia”,"La ubicación, a 5 minutos andando del centro, nos permitía volver a comer y descansar para poder continuar visitando la ciudad por la tarde.
El parking en el alojamiento otro gran acierto.",Lo único malo es que la recepción es virtual y si tienes algún problema tienes que esperar a poder contactar con alguno de los operadores.
Vitoria,Escrito en 5 de marzo de 2024,Sin puntuación,Arantxa,"“Una maravilla, de 10.”","Un apartamento nuevo, limpio, moderno y con un gusto excepcional en la decoración, cuidando los detalles en todo momento, instalaciones muy cuidadas y limpias, ubicación perfecta, código para entrar tanto en el edificio, parking y puerta del apartamento. Una maravilla, de 10.",
Vitoria,Escrito en 5 de marzo de 2024,Sin puntuación,Kepa,Fantástico,La ubicación,
Vitoria,Escrito en 4 de marzo de 2024,Sin puntuación,Julia,Fantástico,,No tiene consigna para dejar las maletas
Vitoria,Escrito en 4 de marzo de 2024,Sin puntuación,Asuncion,"“Estancia estupenda, apartamento muy agradable”","Ubicación perfecta, apartamento amplio, muy limpio y cómodo y a buen precio. Totalmente recomendable",
Vitoria,Escrito en 4 de marzo de 2024,Sin puntuación,Itxaso,Excepcional,Muy completo. Tiene de todo,
Vitoria,Escrito en 4 de marzo de 2024,Sin puntuación,Sanchez,Excepcional,"Su limpieza, estaba todo muy nuevo y su ubicación.Detalle de bienvenida con agua y un snack genial",No tengo ninguna pega.
Vitoria,Escrito en 4 de marzo de 2024,Sin puntuación,Ana,“Apartamento nuevo y bien ubicado”,"Apartamento nuevo, limpio, bien ubicado. En 10 minutos estás en el centro de Vitoria y no tuvimos problemas para aparcar","No había edredón para el sofá cama. Pero llamamos y nos lo trajeron.
No pudimos configurar la app para entrar a la habitación.
Faltaba algo más de iluminación en el espejo del baño"
Vitoria,Escrito en 4 de marzo de 2024,Sin puntuación,Cristina,Muy bien,El apartamento está muy bien ubicado y es amplio y limpio.,El sofa cama es muy incómodo.
Vitoria,Escrito en 4 de marzo de 2024,Sin puntuación,Natalia,Muy bien,"Limpieza 
Decoración
Toallas","Sofá cama incómodo 
No hay personal en todo el hotel.totañmente digitalizado"
Vitoria,Escrito en 3 de marzo de 2024,Sin puntuación,Montse,Excepcional,"Todo!!! El sitio genial!!! Todo detalle, muy bonito decorado. Genial.","El código para entrar, complicado y no había manera, menos mal q estaba una chica."
Vitoria,Escrito en 3 de marzo de 2024,Sin puntuación,Sandra,“Buen alojamiento en Vitoria”,"Alojamiento moderno y reformado, buena ubicación para ir andando al centro de la ciudad","No tiene cafetería, solo una máquina de vending.
A pesar de tener una hora de check out, el personal de limpieza quiso acceder a la habitación a las 9 de la mañana."
Vitoria,Escrito en 2 de marzo de 2024,Sin puntuación,Ane,“Apartamentos muy buenos”,Está muy bien ubicado. Es muy moderno. Está muy nuevo y tiene parking directo,"Por decir algo, que las plazas de parking son un poco pequeñas de largo"
Vitoria,Escrito en 2 de marzo de 2024,Sin puntuación,Natalia,"“Excelente, repetiría sin duda”","Alojamiento cómodo, muy bien ubicado con todo lo necesario. Nos sorprendió gratamente",Que lo había Nadie a quien preguntar nada todo online. Pero en realidad no tuvimos ningún problema.
