hotel,fecha,puntuacion,nombre,titulo,positivo,negativo
GranadaCatedral,Escrito en 23 de octubre de 2025,Sin puntuación,M,“El apartamento muy bien”,El detalle de bienvenida y la limpieza,"El descargar una aplicación para poder hacerlo, meter los DNI y datos varias veces"
GranadaCatedral,Escrito en 22 de octubre de 2025,Sin puntuación,Maria,"“Buenisimo este apartamento, la ubicación fantástica”",Excelente,Algo ruidoso
GranadaCatedral,Escrito en 13 de octubre de 2025,Sin puntuación,Sergio,“volveria al mismmo lugar. El mejor departamento de este viaje”,"Muy bien ubicado, en el corazón de las peatonales, seguro y asi mismo silencioso. Pudimos hacer caminando casi todo",
GranadaCatedral,Escrito en 11 de octubre de 2025,Sin puntuación,Labella,Muy bien,"La ubicación, ñas dimensiones e instalaciones son excelentes","Al estar en pleno centro histórico de Granada, se escucha bastante el bullicio de la gente, esto dificulta el tiempo de descanzo"
GranadaCatedral,Escrito en 29 de septiembre de 2025,Sin puntuación,Elena,Excepcional,Es un apartamento precioso y súper limpio.,
GranadaCatedral,Escrito en 23 de septiembre de 2025,Sin puntuación,Nelson,"“In creíble, volvería a ir y súper recomendable”","La verdad que muy buena la ubicación , céntrica y accesible a todo los lugares turísticos de Granada. El piso muy moderno y con todo lo q  senecesita para estar unos días en Granada.","No tengo nada de negativo , al contrario , súper positivo en todo."
GranadaCatedral,Escrito en 20 de septiembre de 2025,Sin puntuación,Maria,“Excelente opción”,"Todo me gustó. La ubicación, el apartamento, la atencion",Todo me gustó
GranadaCatedral,Escrito en 14 de septiembre de 2025,Sin puntuación,Adrian,“Muy buena opción para parejas de finde.”,"La ubicación muy céntrica para poder moverte caminando a cualquier lado del centro y de servicios como restaurantes etc.Todo muy renovado y como de nueva construcción.Cocina con lo necesario para poder cocinar.Muy buena limpieza.","Tanto el edificio como el apartamento demasiado pequeño con tal de aprovechar el espacio.No puedes dejar las maletas en ningún lugar, teniendo que buscar una consigna."
GranadaCatedral,Escrito en 9 de septiembre de 2025,Sin puntuación,Jessica,Excepcional,Me encantó la comodidad y sobretodo la terraza me encantó,Que el aire acondicionado de fuera hace ruido y no llega a enfriar del todo.
GranadaCatedral,Escrito en 2 de septiembre de 2025,Sin puntuación,Annabel,“Excelente para 1 o 2 personas”,"La ubicación es muy buena, la entrada y la salida muy cómodas y fáciles. Todo muy nuevo y muy limpio. Lo recomiendo para una o dos personas.","Para 4 personas es un poco justo, al abrir el sofá cama se corta el paso a la habitación y había que hacer malabarismos para pasar."
GranadaCatedral,Escrito en 27 de agosto de 2025,Sin puntuación,Virtudes,“Ubicación inmejorable”,"Ubicación inmejorable, en pleno centro, al lado de la Catedral y a 12 minutos caminando de El Albaicín.
También un parking público próximo.
Limpísimo, un olor super agradable, todo nuevo, detalles cuidados al máximo, como la colocación de toallas, secador del pelo con difusor.
Silencioso.
La única objeción que las habitaciones eran muy pequeñas y con el sofá cama abierto tenías que hacer malabares para pasar.
También considero como punto negativo la distribución, ya que el para acceder al baño desde el dormitorio tienes que cruzar la Sala de estar con el Sofá cama y molestas a quien está durmiendo.
Por último, el mando a distancia del aire acondicionado del dormitorio no funcionaba, teníamos que compartir el mando de la otra Sala.
Se agradece la caja de bienvenida con agua snacks y demás detalles.
Repetiría pero en un apartamento más amplio, por lo demás perfecto.","El tamaño pequeño de las habitaciones, la distribución y que no funcionase el mando a distancia del aire acondicionado."
GranadaCatedral,Escrito en 23 de agosto de 2025,Sin puntuación,Nicolas,“Gran ubicación y confort para 2 personas!”,La ubicación,
GranadaCatedral,Escrito en 20 de agosto de 2025,Sin puntuación,Inma,“Para de descanso”,Su ubicación y la limpieza,Había goteras
GranadaCatedral,Escrito en 12 de agosto de 2025,Sin puntuación,Sheila,Muy bien,"Admite mascotas, buena ubicación,cómodo y limpio.",Que la mascota no pueda quedar sola en la habitación.
GranadaCatedral,Escrito en 8 de agosto de 2025,Sin puntuación,Alba,Muy bien,"El alojamiento estupendo, bien situado y limpio",
GranadaCatedral,Escrito en 2 de agosto de 2025,Sin puntuación,Maitecita,Fantástico,"La ubicación, cerca de todo y cómodo para moverse a cualquier sitio. Los detalles y amenitis para nosotros y nuestra mascota","Viaje con una mascota y me pareció excesivo el precio por día, en la inmensa mayoría de los sitios donde hemos ido, se pagaba menos de la mitad."
GranadaCatedral,Escrito en 21 de julio de 2024,Sin puntuación,Isabel,“BONITO APARTAMENTO PARA 2 PERSONAS”,"El apartamento está bastante bien, la cama cómoda, detalles como botellas de agua, kit de productos de limpieza para el fregador","Contraté el apartamento para 4 personas y el sofá cama no era demasiado cómodo, para niños tiene pase, es ideal para 2 personas. Para 2 personas es un buen apartamento, bonito y muy nuevo todo."
GranadaCatedral,Escrito en 19 de julio de 2024,Sin puntuación,Jose,“Granada una ciudad por descubrir”,Está muy bien ubicado y muy próximo de la catedral,
GranadaCatedral,Escrito en 14 de julio de 2024,Sin puntuación,Mari,Excepcional,"Zona super céntrica, encima de la mesita había un kit con 2 cartoncitos de agua, patatas y unos tapones para los oídos ,kit de limpieza,muy limpito todo",Éramos 4 personas y cuando abrimos el sofá cama no quedaba apenas espacio para pasar del baño a la habitación con la mesa del comedor y tal
GranadaCatedral,Escrito en 13 de julio de 2024,Sin puntuación,Morales,“Breve pero perfecta”,"Estaba todo genial, la decoración, la limpieza, y los detalles, realmente increíble",Al estar en el centro hay bastante ruido por la noche pero el apartamento lo compensa
GranadaCatedral,Escrito en 11 de julio de 2024,Sin puntuación,Lirios,Excepcional,"Atención al cliente inmejorable. Viajábamos con perritos y fueron súper atentos con sus camitas, bebederos y comederos. Apartamento completo y equipado. Ubicación inmejorable.",
GranadaCatedral,Escrito en 11 de julio de 2024,Sin puntuación,Lirios,“Estupendo!”,"Atención al cliente inmejorable. Viajábamos con perritos y fueron súper atentos con sus camitas, bebederos y comederos. Apartamento completo y equipado. Ubicación inmejorable.",
GranadaCatedral,Escrito en 11 de julio de 2024,Sin puntuación,Alejandra,Excepcional,"Ubicación excelente, apartamentos hermosos y un servicio al cliente muy rápido!",
GranadaCatedral,Escrito en 7 de julio de 2024,Sin puntuación,Isabel,“Para repetir”,"Ubicación muy buena, cómodo, opción de late check out. Muy limpio y con detalle de bienvenida","Mucho ruido, aunque te dan tapones"
GranadaCatedral,Escrito en 30 de junio de 2024,Sin puntuación,Rafael,Excepcional,"La ubicación excelente y el apartamento con todo como nuevo y muy bien tenido. Limpieza full
Definitivamente volvere",La cama del sofa cama es buena pero un poco más rígida sería mejor
GranadaCatedral,Escrito en 26 de junio de 2024,Sin puntuación,María,Excepcional,"Amplio, moderno, luminoso, las vistas des de la terraza, es un apartamento bonito con todo lo necesario para pasar una buena estancia. La ubicación es muy buena, cerca de la catedral y restaurantes.",
GranadaCatedral,Escrito en 24 de junio de 2024,Sin puntuación,Solaz,Excepcional,"Todo ha estado muy bien en general, sobre todo la ubicación",
GranadaCatedral,Escrito en 20 de junio de 2024,Sin puntuación,Sara,“Muy buena elección para visitar Granada”,"Alojamiento muy bien situado para conocer Granada, en pleno centro, muy limpio con fácil check-in, check-out. Se peude llegar andando a casi todos los lugares de la ciudad. Si volvemos, repetiríamos.",-
GranadaCatedral,Escrito en 16 de junio de 2024,Sin puntuación,María,“Frío por la noche”,"Súper bien situado, muy cómodo y limpio.un apartamento ideal.","Los q durmieron en el sofá cama pasaron frío solo con la sábana. No había ni una colcha, mantita ni nada para echarse. Mi hija se tuvo q tapar con una toalla. Había algo debajo de la cama del dormitorio, pero estaba candado😳"
GranadaCatedral,Escrito en 8 de junio de 2024,Sin puntuación,Victor,Excepcional,Lo céntrico que está y muy mono.,Es un poco pequeño pero muy bien arreglado.
GranadaCatedral,Escrito en 29 de mayo de 2024,Sin puntuación,Elías,"“Perfecto, muy recomendable! CÉNTRICO”","La ubicación, la higiene, los muebles",Nada
GranadaCatedral,Escrito en 27 de mayo de 2024,Sin puntuación,Toni,Muy bien,,El sofá cama está muy destrozado y es muy incomodo dormir en el
GranadaCatedral,Escrito en 26 de mayo de 2024,Sin puntuación,Chiara,Excepcional,El departamento fue lindo! La atencion y la ubicación espectacular!,Todo fue perfecto!
GranadaCatedral,Escrito en 7 de mayo de 2024,Sin puntuación,Pedro,Excepcional,la ubicación,
GranadaCatedral,Escrito en 27 de abril de 2024,Sin puntuación,Marisela,Excepcional,Cama comoda,
GranadaCatedral,Escrito en 23 de abril de 2024,Sin puntuación,Mario,"“Tranquilo, pero no use prácticamente el lugar”",Que desayuno??????,"Que funcione la cocina, mas silencio a la mañana cuando han limpiado, anticipar la clave del cheeck-in."
GranadaCatedral,Escrito en 20 de abril de 2024,Sin puntuación,Gudrun,“Ubicación y comodidad excelente”,"Ubicación perfecta, acceso a través del móvil muy cómodo.","Parece que había una avería de agua en el baño, faltaban losetas y el techo necesita reparación. Por un precio tan elevado no me parece bien alquilarlo sin arreglarlo."
GranadaCatedral,Escrito en 15 de abril de 2024,Sin puntuación,Elena,Muy bien,"La ubicación
Limpieza","Falta algún cuchillo de cocina, abridor de botellas, por ejemplo. 
El sistema de jabón del baño algo incomodo si no tienes fuerza, y sin mampara se pone todo lleno de agua."
GranadaCatedral,Escrito en 14 de abril de 2024,Sin puntuación,Maria,Excepcional,La situación,Nada todo muy bien!
GranadaCatedral,Escrito en 8 de abril de 2024,Sin puntuación,Aroa,Excepcional,Lo cómodo como y amplio que el apartamento. Está situado en el corazón de granada. Es el mejor sitio donde te puede quedar,"El aparcamiento, tienes q buscar un parking lejano para poner aparcar, los parking se la zona están todos completos."
GranadaCatedral,Escrito en 7 de abril de 2024,Sin puntuación,Ramon,Fantástico,,El calentador de agua no llega para 4 personas.
GranadaCatedral,Escrito en 18 de marzo de 2023,Sin puntuación,Victoria,“Buena elección en el centro de Granada”,"La ubicación perfecta
El departamento tiene de todo","Como tenía lavadora, aprovechamos de lavar ropa. Pero no terminaba el ciclo nunca... más de 4 horas... tuvimos que detenerla manualmente
Es el único detalle. El resto, muy bien"
GranadaCatedral,Escrito en 16 de marzo de 2023,Sin puntuación,Natalia,“excelente”,la decoración y la ubicación,que no tuviera personal físico en el hotel para resolver duda o cualquier problema
GranadaCatedral,Escrito en 13 de marzo de 2023,Sin puntuación,Enrique,Muy bien,,La cama un poco blanda
GranadaCatedral,Escrito en 27 de febrero de 2023,Sin puntuación,Ignaciomp,Fantástico,Excelente ubicación. Cerca de todo lo que buscabamos.,nada.
GranadaCatedral,Escrito en 26 de febrero de 2023,Sin puntuación,Susana,“APARTAMENTO MUY CENTRICO”,"la ubicación del aparmento, muy céntrico. Todo muy nuevo","La insonorización, al estar en el centro y encima de un bar se oye ruido cuando cierran el bar"
GranadaCatedral,Escrito en 23 de febrero de 2023,Sin puntuación,Raquel,Fantástico,"Me gustó todo, como de un espacio pequeño han aprovechado cada rincón con su buena distribución. La localización súper buena, pleno centro  y no hemos escuchado nada de ruido en la calle a la hora de dormir. Volveremos seguro.","La única pega que puedo poner es que para mi gusto las almohadas me han resultado un poco incómodas, por lo demás todo genial."
GranadaCatedral,Escrito en 22 de febrero de 2023,Sin puntuación,Emilia,Fantástico,En general bien,La almohada muy de muy mala calidad y el colchón demasiado duró sobre todo si sufres alguna enfermedad de espalda o dolencias. Por cortesía suelen dejar aunque sea una botellita de agua ..... El mandó del aire habitación no funciona bien. Emos tenido que utilizar el del salón. La televisión tampoco ya que llegamos pensando en echar un ratito antes de acostarnos viendo una película.
GranadaCatedral,Escrito en 19 de febrero de 2023,Sin puntuación,Maria,Excepcional,Todo. Repetiremos sin duda,No tengo nada que decir
GranadaCatedral,Escrito en 17 de febrero de 2023,Sin puntuación,Teresa,Excepcional,"El apartamento está muy céntrico, a escasos minutos andando de todo además de muy limpio. 
Aunque es pequeño resulta bastante cómodo y tiene todo lo necesario para la estancia.","Había cafetera pero no café, tampoco aceite, pimienta o sal que suelen incluirse en otros apartamentos. 
En general todo muy recomendable, repetiría sin duda."
GranadaCatedral,Escrito en 14 de febrero de 2023,Sin puntuación,Rosa,Muy bien,,"El checking fue algo complicado, no nos dieron muchas facilidades, y el checkout justo justo a las 11h, pero bueno."
GranadaCatedral,Escrito en 13 de febrero de 2023,Sin puntuación,Nuria,“Maravilloso”,"La ubicación era perfecta y el apartamento precioso, todo súper nuevo y muy limpio.",
GranadaCatedral,Escrito en 12 de febrero de 2023,Sin puntuación,Ana,“Céntrico y muy cómodo”,"La cama muy cómoda. Todo muy limpio. Ducha perfectaLa ubicación es perfecta",
GranadaCatedral,Escrito en 12 de febrero de 2023,Sin puntuación,Alicia,“Perfecto para repetir”,"La ubicación excelente, muy limpio y muy cómoda la cama. Bonito y completo. Te atienden súper rápido a pesar de ser todo online pero en mi caso lo prefiero. Todo en la recepción muy bien explicado incluso para el wifi",Un poco ruido pero con tapones sé solucionó
GranadaCatedral,Escrito en 12 de febrero de 2023,Sin puntuación,Alicia,“Repetiré”,"La ubicación excelente, muy limpio y muy cómoda la cama.Bonito y completo.Te atienden súper rápido a pesar de ser todo online pero en mi caso lo prefiero.Todo en la recepción muy bien explicado incluso para el wifi","Nos tocó el apartamento de la esquina y daba a dos calles por lo que en fin de semana se oía un poco de ruido de la calle, nada que no se solucione con tapones de oído."
GranadaCatedral,Escrito en 9 de febrero de 2023,Sin puntuación,Claudia,Muy bien,"piso muy moderno, y cama muy cómoda","éramos 4 y cuando se duchaba 1 persona ya el agua se quedaba fría, y el sofá cama al abrirlo no quedaba espacio para entrar y salir de una habitación a otra, por lo demás todo muy bien"
GranadaCatedral,Escrito en 8 de febrero de 2023,Sin puntuación,Diana,Excepcional,Todo estaba lindo cómodo y ordenado,"El tiempo, hicimos el check in a las 15:00 y a las 11:00 teníamos que hacer el check out"
GranadaCatedral,Escrito en 8 de febrero de 2023,Sin puntuación,Azucena,“SI PERO NO”,acogedor,"la ubicación ideal.. lo único, que la zona en donde está es una zona de bares y pub, transitada por la noche por adolescentes y demás y me costó bastante dormirme con el ruido.. es la única pega que le pondría."
GranadaCatedral,Escrito en 8 de febrero de 2023,Sin puntuación,Lola,“Agradable”,Esta bien situado y es limpio y confortable,"La asistencia virtual debería simplificarse, es difícil para las personas mayores que nos gusta viajar"
GranadaCatedral,Escrito en 6 de febrero de 2023,Sin puntuación,Demófilo,Fantástico,"Apartamento con dos terrazas en niveles diferentes con vistas y ubicación excepcionales, en pleno centro de Granada. Buen diseño y equipamiento. Cama principal confortable.",Las salidas de las ventilaciones no están bien resueltas y molestan un poco en las terrazas.
GranadaCatedral,Escrito en 5 de febrero de 2023,Sin puntuación,Maite,“Bonitos apartamentos muy bien ubicados”,"La ubicación, el sitio es estupendo. También la limpieza y la decoración sencilla y moderna. El precio genial.",El salón es un poco pequeño. En cuanto de abre el sofá cama el paso al dormitorio es complicado..
GranadaCatedral,Escrito en 3 de febrero de 2023,Sin puntuación,Aurora,Excepcional,"Ubicación, limpieza, insonorización y calefacción",
GranadaCatedral,Escrito en 28 de enero de 2023,Sin puntuación,Ana,Excepcional,todo pero sobre todo la cama,"a las 6 de la mañana los del apartamento de al lado llegaron gritando y dando portazos, por este motivo nos despertamos y fue casi imposible volver a dormir"
GranadaCatedral,Escrito en 22 de enero de 2023,Sin puntuación,José,"“Muy bien, con matices.”","Es un edificio de reciente construcción, todo se realiza digitalmente. El check-in se hace mediante una página web que te pide todos los datos de los alojados y el pago anticipado, una vez hecho esto te mandan un código para introducir en la puerta del portal y en el apartamento. Ciertamente resulta muy cómodo no llevar llave encima, por si la pierdes.
El apartamento está nuevo, limpio y con todo lo necesario. Cocina pequeña pero con utensilios. Baño de buen tamaño y muy cómodo, equipado con secador. Salón con sofá cama incómodo y pequeño armario (es el único) que guarda una plancha y una mini tabla de planchar. Dormitorio con cama de matrimonio cómoda. Hay varios ventanales sin persianas pero con cortinas opacas, cosa que no evita que entre la luz. Consolas de aire acondicionado en salón y dormitorio.
Tiene ascensor.
Ubicación excelente.","El sofá cama no tenía sábanas ni almohada, sólo edredón.
La información sobre el alojamiento (check-in, número de apartamento...) te la dan por correo electrónico unas pocas horas antes de alojarte. 
Entra luz en todo el apartamento porque no tiene persianas y las cortinas no son suficientes para tapar."
GranadaCatedral,Escrito en 12 de enero de 2023,Sin puntuación,Msensses,Excepcional,"Ubicación, limpio y todo nuevo",Un poco pequeño cuando abres el. Sofa cama se queda todo embutido sin poder casi moverte
GranadaCatedral,Escrito en 9 de enero de 2023,Sin puntuación,Narciso,Fantástico,"La ubicación del apartamento está genial, está justo en el centro de Granada","El aparcamiento es imposible, la única forma de acceso al apartamento es en taxi, si vas en coche debes dejar el coche en un parking y tomar un taxi hasta la plaza del ayuntamiento"
GranadaCatedral,Escrito en 19 de febrero de 2023,Sin puntuación,Ramón,Aceptable,,No había agua caliente.
GranadaCatedral,Escrito en 16 de febrero de 2023,Sin puntuación,Reyes,Aceptable,El baño y buena calefacción.Camas confortables,
GranadaCatedral,Escrito en 5 de febrero de 2023,Sin puntuación,Natalia,Bien,"Ubicación Comodidad de la cama","Es un apartamento muy pequeño para 4 personasSolo pudieron ducharse dos porque se acabo el agua caliente"
GranadaCatedral,Escrito en 28 de junio de 2025,Sin puntuación,Anónimo,Fantástico,Ubicacion excelente …y unas vistas maravillosas,
GranadaCatedral,Escrito en 29 de octubre de 2025,Sin puntuación,Anónimo,Aceptable,Ubicación muy buena,"MUCHO RUIDOEMPEZARON A TRABAJAR A LAS 2 DE LA MADRUGADA"
GranadaCatedral,Escrito en 27 de octubre de 2025,Sin puntuación,Anónimo,"“Ubicación perfecta, apartamento decepcionante.”","La ubicación perfecta y la limpieza buena.El desayuno es mas barato pagándolo directamente en el local, a parte de no poder elegir nada.","El apartamento fue decepcionante, no tiene nada que ver con la oferta (abrías la puerta y tropezabas con la cama), en el pack de bienvenida había unos tapones para la falta de insonorización de las ventanas (parecía estar las personas de la calle en la habitación). Los servicios como el desayuno son mas caros que en el local, el alojamiento no te avisa que si vas con vehículo propio no puedes acceder a descargar las maletas y si accedes te multaran y el alojamiento no gestiona tu matricula como alojado en sus instalaciones para evitar la multa como hacen en muchos alojamientos/hoteles y muchas ciudades."
GranadaCatedral,Escrito en 15 de agosto de 2025,Sin puntuación,Anónimo,“Buena localización”,La distribución del espacio y la localización es muy buena. El mobiliario es nuevo.,"El alojamiento no disponía de platos, a pesar de tener una cocina. No tenía los utensilios de cocina suficiente para cocinar. La luz del dormitorio parpadea y tuvimos que usar la lamparita de noche."
GranadaCatedral,Escrito en 2 de enero de 2026,Sin puntuación,Isabel,Muy bien,,
GranadaCatedral,Escrito en 2 de diciembre de 2025,Sin puntuación,Tamba,Excepcional,,
GranadaCatedral,Escrito en 29 de noviembre de 2025,Sin puntuación,José,Fantástico,,
GranadaCatedral,Escrito en 3 de noviembre de 2025,Sin puntuación,Andrea,Muy bien,,
GranadaCatedral,Escrito en 2 de noviembre de 2025,Sin puntuación,Roberto,Muy bien,,
GranadaCatedral,Escrito en 31 de octubre de 2025,Sin puntuación,Héctor,Excepcional,,
GranadaCatedral,Escrito en 17 de octubre de 2025,Sin puntuación,Tomas,Excepcional,,
GranadaCatedral,Escrito en 13 de octubre de 2025,Sin puntuación,Nieves,Excepcional,,
GranadaCatedral,Escrito en 6 de octubre de 2025,Sin puntuación,Ana,Excepcional,,
GranadaCatedral,Escrito en 21 de septiembre de 2025,Sin puntuación,Maria,Excepcional,,
GranadaCatedral,Escrito en 20 de septiembre de 2025,Sin puntuación,Rossana,Fantástico,,
GranadaCatedral,Escrito en 7 de septiembre de 2025,Sin puntuación,Ana,Excepcional,,
GranadaCatedral,Escrito en 4 de septiembre de 2025,Sin puntuación,Maria,Excepcional,,
GranadaCatedral,Escrito en 3 de septiembre de 2025,Sin puntuación,Milloux,Fantástico,,
GranadaCatedral,Escrito en 1 de septiembre de 2025,Sin puntuación,Candela,Excepcional,,
GranadaCatedral,Escrito en 19 de agosto de 2025,Sin puntuación,Manuel,Excepcional,,
GranadaCatedral,Escrito en 16 de agosto de 2025,Sin puntuación,Gloria,Muy bien,,
GranadaCatedral,Escrito en 9 de agosto de 2025,Sin puntuación,Maria,Muy bien,,
GranadaCatedral,Escrito en 1 de junio de 2024,Sin puntuación,Aitana,Excepcional,,
GranadaCatedral,Escrito en 25 de mayo de 2024,Sin puntuación,Sonia,Excepcional,,
GranadaCatedral,Escrito en 11 de mayo de 2024,Sin puntuación,Rosa,Muy bien,,
GranadaCatedral,Escrito en 6 de mayo de 2024,Sin puntuación,Carmen,Excepcional,,
GranadaCatedral,Escrito en 28 de abril de 2024,Sin puntuación,Maria,Excepcional,,
GranadaCatedral,Escrito en 25 de abril de 2024,Sin puntuación,Fuensanta,Fantástico,,
GranadaCatedral,Escrito en 14 de abril de 2024,Sin puntuación,Mora,Excepcional,,
GranadaCatedral,Escrito en 14 de abril de 2024,Sin puntuación,Ana,Muy bien,,
GranadaCatedral,Escrito en 6 de marzo de 2024,Sin puntuación,Fernández,Fantástico,,
GranadaCatedral,Escrito en 28 de febrero de 2024,Sin puntuación,Marina,Excepcional,,
GranadaCatedral,Escrito en 17 de febrero de 2024,Sin puntuación,Vanya,Excepcional,,
GranadaCatedral,Escrito en 4 de febrero de 2024,Sin puntuación,Itxaso,“Genial!”,,
GranadaCatedral,Escrito en 3 de febrero de 2024,Sin puntuación,Manu,Fantástico,,
GranadaCatedral,Escrito en 16 de enero de 2024,Sin puntuación,Marta,“Apartamento excepcional en pleno centro”,,
GranadaCatedral,Escrito en 1 de enero de 2024,Sin puntuación,Susana,Muy bien,,
GranadaCatedral,Escrito en 12 de diciembre de 2023,Sin puntuación,Vegas,Excepcional,,
GranadaCatedral,Escrito en 6 de diciembre de 2023,Sin puntuación,Vanesa,Fantástico,,
GranadaCatedral,Escrito en 6 de diciembre de 2023,Sin puntuación,Jose,Muy bien,,
GranadaCatedral,Escrito en 21 de noviembre de 2023,Sin puntuación,Elena,Excepcional,,
GranadaCatedral,Escrito en 10 de noviembre de 2023,Sin puntuación,Neus,Muy bien,,
GranadaCatedral,Escrito en 8 de noviembre de 2023,Sin puntuación,Zina,Excepcional,,
GranadaCatedral,Escrito en 4 de noviembre de 2023,Sin puntuación,Esperanza,Fantástico,,
GranadaCatedral,Escrito en 29 de octubre de 2023,Sin puntuación,Juan,Muy bien,,
GranadaCatedral,Escrito en 23 de octubre de 2023,Sin puntuación,Santos,Excepcional,,
GranadaCatedral,Escrito en 2 de octubre de 2023,Sin puntuación,Najib,Fantástico,,
GranadaCatedral,Escrito en 24 de junio de 2024,Sin puntuación,Francisco,Bien,,
GranadaCatedral,Escrito en 23 de diciembre de 2023,Sin puntuación,Natalia,Bien,,
GranadaCatedral,Escrito en 18 de noviembre de 2023,Sin puntuación,Javier,Bien,,
GranadaCatedral,Escrito en 7 de julio de 2023,Sin puntuación,Álvaro,Bien,,
GranadaCatedral,Escrito en 27 de marzo de 2023,Sin puntuación,Miguel,Muy mal,,
GranadaCatedral,Escrito en 12 de marzo de 2023,Sin puntuación,Javi,Aceptable,,
GranadaCatedral,Escrito en 23 de noviembre de 2025,Sin puntuación,Anónimo,Fantástico,,
MalagaLaMerced,Escrito en 27 de octubre de 2025,Sin puntuación,Cornelia,“Correcto pero mejorable”,La ubicacion,"Necesita reforma, en general esta bien, solo usamos el apartamento para dormir. Necesita reformase un poco. Fuimos en octubre y hacia mucho ruido, no me quiero imaginar los meses de temporada alta"
MalagaLaMerced,Escrito en 20 de septiembre de 2025,Sin puntuación,Carolina,“2 noches en Málaga”,"El departamento para 2 es hermoso. Cómodo. La ubicación es excelente. Bien equipado (plancha, caja fuerte, microondas, pava eléctrica). Bien el aire acondicionado. Dan kit de bienvenida. Si bien no contactamos con nadie del apartamento, las instrucciones fueron muy claras.","La primera noche casi no pudimos dormir de los ruidos. La segunda estuvo muchísimo mejor. Calculo que también es cuestión de suerte, pero es real que las paredes no aíslan nada acústicamente."
MalagaLaMerced,Escrito en 26 de agosto de 2025,Sin puntuación,Ezequiel,Muy bien,Bueno,Muy ruidoso.
MalagaLaMerced,Escrito en 22 de agosto de 2025,Sin puntuación,Pedro,“Apartamento extremadamente pequeño”,La ubicación del apartamento es muy buena en pleno centro de Málaga,"Es un apartamento extremadamente pequeño para 4 personas, la única puerta que existe en el apartamento es la de entrada y si está abierto el sofá cama ya no hay acceso ni a la otra cama ni a la terraza"
MalagaLaMerced,Escrito en 25 de julio de 2025,Sin puntuación,Iván,Bien,,"El alojamiento es para dos personas. Para cuatro fue muy incómodo dormir en el sofá cama, además del poco espacio"
MalagaLaMerced,Escrito en 14 de julio de 2025,Sin puntuación,Cuevas,Fantástico,Muy cómoda,Un poco de ruido y la televisión se enciende sola al conectarse otros huéspedes a netflix o aplicaciones similares.
MalagaLaMerced,Escrito en 11 de julio de 2025,Sin puntuación,Manuel,Fantástico,"Prácticamente, todo, ubicación, comodidad, limpieza","Aunque no sea culpa de los gestores, tengo que decirlo, por la noche hay mucho mal educado por la calle, gritos, insultos, en fin, gentuza"
MalagaLaMerced,Escrito en 8 de junio de 2025,Sin puntuación,Mesa,Fantástico,"Buena ubicación, muy bien equipado y muy cómoda",El aire no tiraba mucho .
MalagaLaMerced,Escrito en 1 de junio de 2025,Sin puntuación,Jared,Bien,Muy central. el tamaño del apartamento esta bien.,No esta bien aislado del ruido.
MalagaLaMerced,Escrito en 15 de abril de 2025,Sin puntuación,Jose,Muy bien,Ubicación,El sofá un poco incomodo
MalagaLaMerced,Escrito en 3 de abril de 2025,Sin puntuación,Valeriia,“Todo genial!”,"El apartamento está ubicado en una zona súper cómoda para conocer la ciudad y llegar caminando a todos los sitios. El parking está justo al lado, y con la app entrar al apartamento fue facilísimo. La verdad es que quedé muy contenta con todo.","Deberían promover un poco más el uso de la app, porque yo entré introduciendo el código, y solo después me di cuenta de que se pueden abrir todas las puertas con el móvil a través de la aplicación.No tengo ninguna queja importante, en general todo me gustó mucho. Es cierto que hay bastante ruido en la zona donde está el apartamento, pero los tapones que vienen en el ""Welcome kit"" al llegar son un buen detalle."
MalagaLaMerced,Escrito en 17 de marzo de 2025,Sin puntuación,Luz,“Bien”,Ubicación y estética del apartamento,Faltaban amenidades de  cocina y la comunicación con el personal no fue gran buena
MalagaLaMerced,Escrito en 21 de febrero de 2025,Sin puntuación,Mari,“Centrico y ruidoso”,El sitio muy centrico,"Hay mucho ruido, no esta bien insonorizado y al estar en pleno centro se nota"
MalagaLaMerced,Escrito en 24 de diciembre de 2024,Sin puntuación,Manuel,Muy bien,La limpieza y ubicacion,No esta insonorizado nada se oye una mosca que pase por la calle
MalagaLaMerced,Escrito en 22 de diciembre de 2024,Sin puntuación,Eulalia,“Sitio perfecto:descanso imposible”,La ubicacion es perfecta. En el centro de Malaga y con parking a 2 minutos del apartamento,"Mucho ruido y , aunque te dejan tapones para los oidos no sirven. La calle es muy centrica y hay mucho ruido. El apartamento no esta bien insonorizado. El sofa cama tambien es incomodo y,abierto impide el paso al baño de los que duermen en cama principal"
MalagaLaMerced,Escrito en 22 de diciembre de 2024,Sin puntuación,Jorge,Fantástico,"la ubicación, está en pleno centro, y la habitación muy acogedora",
MalagaLaMerced,Escrito en 12 de diciembre de 2024,Sin puntuación,Anastasia,Muy bien,La ubicación,"No me gustó que entraron al apartamento sin avisar, para dejar un papel para rellenar. Tampoco me gustó que el apartamento no se cierra por dentro. Si han entrado mientras que estábamos fuera, me hace pensar que pueden entrar de noche mientras que estamos dormidos, no sé."
MalagaLaMerced,Escrito en 10 de diciembre de 2024,Sin puntuación,Sheila,Muy bien,"Ubicacion perfecta, todo limpio",La cama algo incomoda
MalagaLaMerced,Escrito en 10 de diciembre de 2024,Sin puntuación,Rafael,Muy bien,La ubicación.,Poco aislamiento de ruido.
